Measure,Relationship,Type,Name,Alias,Country,Address,Registration number,Notes,Source URL
Halawi Exchange Co.,related,Person,Ibrahim Chebli,,Lebanon,,,"""SDNTs Ibrahim Chebli and Abbas Hussein Harb regularly coordinated and executed financial transactions—including bulk cash transfers—that were processed through the Halawi Exchange""; ""Chebli used his position as the manager of the Abbassieh branch of Fenicia Bank in Lebanon to facilitate the movement of money for Joumaa and Harb.""",https://www.fincen.gov/system/files/shared/311--ExchHouse-H-NoticeofFindingFinal.pdf
Halawi Exchange Co.,owner,Person,Mahmoud Halawi,,Lebanon,,,"""Mahmoud Halawi is the sole or majority owner and senior management officer at Halawi Exchange, Halawi Holding SAL, and Halawi Investment Trust SAL""; ""He is also President of the Money Changers Association in Lebanon""; ""Mahmoud Halawi was heavily involved in the establishment of this car lot, which is run by Ahmed Tofeily, a Benin-based money launderer, and continues to be involved in its operations""",https://www.fincen.gov/system/files/shared/311--ExchHouse-H-NoticeofFindingFinal.pdf
Huione Group,self,,Huione Group,Huione Group Limited,Cambodia,,,"""Huione Group is a financial services conglomerate based in Phnom Penh, Cambodia""; ""though it was originally incorporated in Hong Kong in 2018 as Huione Group Limited""; ""Huione Group is a parent entity that controls three subsidiaries: (i) Haowang Guarantee; (ii) Huione Pay PLC; and (iii) Huione Crypto""",https://www.federalregister.gov/public-inspection/2025-07837/special-measure-regarding-huione-group-as-a-foreign-financial-institution-of-primary-money
Huione Group,self,,Huione Group,Huione Group Limited,Cambodia,,,"""Huione Group is a financial services conglomerate based in Phnom Penh, Cambodia""; ""Although it was originally incorporated in Hong Kong in 2018 as Huione Group Limited, Huione Group, the controlling entity of the conglomerate, does not appear to be registered as a business in any jurisdiction""; ""Huione Group is the parent company of, or otherwise controls, several subsidiaries, affiliates, and components—including, but not limited to: Haowang Guarantee, Huione Pay PLC, and Huione Crypto (the “Components”)—that coordinate to provide services that are useful for money laundering and carrying out cyber scams""",https://www.federalregister.gov/public-inspection/2025-19571/imposition-of-special-measure-regarding-huione-group-as-a-foreign-financial-institution-of-primary
Huione Group,subsidiary,Company,Haowang Guarantee,Huione Guarantee,Cambodia,,,"""Huione Group is a parent entity that controls three subsidiaries: (i) Haowang Guarantee; (ii) Huione Pay PLC; and (iii) Huione Crypto""; ""On October 19, 2024, Huione Guarantee was rebranded as Haowang Guarantee""",https://www.federalregister.gov/public-inspection/2025-07837/special-measure-regarding-huione-group-as-a-foreign-financial-institution-of-primary-money
Huione Group,target,Company,Haowang Guarantee,Huione Guarantee,Cambodia,,,"""The term “Huione Group” means all subsidiaries, branches, and offices of Huione Group operating as a financial institution in any jurisdiction outside of the United States, including Haowang Guarantee (formerly known as Huione Guarantee), Huione Pay PLC, and Huione Crypto Spółka Z Ograniczoną Odpowiedzialnością (d/b/a Huione Crypto)""; ""FinCEN assesses that Haowang Guarantee deals in the sale of illicit goods and services in a manner similar to a darknet market but on the open internet""; ""Chainalysis reviewed blockchain data of Haowang Guarantee and determined it had processed at least USD 49 billion worth of CVC since 2021""",https://www.federalregister.gov/public-inspection/2025-07837/special-measure-regarding-huione-group-as-a-foreign-financial-institution-of-primary-money
Huione Group,subsidiary,Company,Haowang Guarantee,Huione Guarantee,Cambodia,,,"""On October 19, 2024, Huione Guarantee was rebranded as Haowang Guarantee""; ""Haowang Guarantee is integrated into Huione Group’s operations and is apparently subject to Huione Group’s control""; ""FinCEN assesses that Haowang Guarantee deals in the sale of illicit goods and services in a manner similar to a darknet market but on the open internet""",https://www.federalregister.gov/public-inspection/2025-19571/imposition-of-special-measure-regarding-huione-group-as-a-foreign-financial-institution-of-primary
Huione Group,subsidiary,Company,Huione Crypto,Huione Crypto Spółka Z Ograniczoną Odpowiedzialnością; Huione Exchange,Poland,,KRS 0001043802,"""Huione Crypto, under the name Huione Crypto Spółka Z Ograniczoną Odpowiedzialnością, is registered in Poland""; ""Despite its Polish registration, however, FinCEN assesses that Huione Crypto operates in and from Cambodia""; ""Huione Group is a parent entity that controls three subsidiaries: (i) Haowang Guarantee; (ii) Huione Pay PLC; and (iii) Huione Crypto""",https://www.federalregister.gov/public-inspection/2025-07837/special-measure-regarding-huione-group-as-a-foreign-financial-institution-of-primary-money
Huione Group,target,Company,Huione Crypto,Huione Crypto Spółka Z Ograniczoną Odpowiedzialnością; Huione Exchange,Poland,,KRS 0001043802,"""Huione Crypto provides CVC trading services through its “Huione Exchange” brand, which it owns and operates""; ""Huione Crypto is a VASP operating under the Huione Group umbrella, and other Huione Group entities use Huione Crypto’s infrastructure to engage in CVC transactions""; ""Separately, Huione Crypto issues the USDH stablecoin""",https://www.federalregister.gov/public-inspection/2025-07837/special-measure-regarding-huione-group-as-a-foreign-financial-institution-of-primary-money
Huione Group,subsidiary,Company,Huione Crypto,Huione Crypto Spółka Z Ograniczoną Odpowiedzialnością; Huione Exchange,Poland,,,"""Huione Crypto is registered in Poland under the name Huione Crypto Spółka Z Ograniczoną Odpowiedzialnością""; ""despite its registration in Poland and the United States, FinCEN assesses that Huione Crypto actually operates in and from Cambodia""; ""Huione Crypto provides CVC trading services through its “Huione Exchange” brand, which it owns and operates""",https://www.federalregister.gov/public-inspection/2025-19571/imposition-of-special-measure-regarding-huione-group-as-a-foreign-financial-institution-of-primary
Huione Group,subsidiary,Company,Huione International Payments,,,,,"""FinCEN assesses that Huione International Payments is part of Huione Pay PLC and that the entity supports Haowang Guarantee’s facilitation of transactions connected to money laundering activities""",https://www.federalregister.gov/public-inspection/2025-07837/special-measure-regarding-huione-group-as-a-foreign-financial-institution-of-primary-money
Huione Group,target,Company,Huione International Payments,,,,,"""Part of Huione Pay PLC, Huione International Payments, acts as a merchant""",https://www.federalregister.gov/public-inspection/2025-07837/special-measure-regarding-huione-group-as-a-foreign-financial-institution-of-primary-money
Huione Group,subsidiary,Company,Huione International Payments,,,,,"""Part of Huione Pay PLC, Huione International Payments, acts as a merchant on Haowang Guarantee’s platform, exchanging CVC to facilitate the transfer of the proceeds of cyber scams""; ""FinCEN assesses that Huione International Payments is part of Huione Pay PLC and that the entity supports Haowang Guarantee’s facilitation of transactions connected to money laundering activities""",https://www.federalregister.gov/public-inspection/2025-19571/imposition-of-special-measure-regarding-huione-group-as-a-foreign-financial-institution-of-primary
Huione Group,related,Company,Huione LTD,,,,,"""in February 2025, Huione LTD registered as a dealer in foreign exchange, money transmitter, and seller of money orders, and noted no branches in the United States""; ""Huione LTD appears to use the same Denver, Colorado mail forwarding service as Huione Pay Inc.""; ""While the three MSB registrations by Huione Crypto, Huione Pay Inc., and Huione LTD suggest that Huione Group may intend to expand its business to the United States in the future""",https://www.federalregister.gov/public-inspection/2025-07837/special-measure-regarding-huione-group-as-a-foreign-financial-institution-of-primary-money
Huione Group,subsidiary,Company,Huione Labs,,,,,"""describing USDH as “[a] stablecoin pegged 1:1 to the US Dollar launched by Huione Labs under Huione Group.”""",https://www.federalregister.gov/public-inspection/2025-19571/imposition-of-special-measure-regarding-huione-group-as-a-foreign-financial-institution-of-primary
Huione Group,related,Company,Huione Pay Inc,,Canada,,,"""Until December 2023, there was a likely related entity, “Huione Pay,” registered as a money services business in Canada, which was incorporated in the country as Huione Pay Inc""; ""In August 2024, Huione Pay Inc. registered to conduct multiple MSB activities, including check cashing, dealing in foreign exchange, and money transmission""; ""Huione Pay Inc. provided an address in Denver, Colorado associated with a virtual mail forwarding service, and it also noted no branches in the United States""",https://www.federalregister.gov/public-inspection/2025-07837/special-measure-regarding-huione-group-as-a-foreign-financial-institution-of-primary-money
Huione Group,related,Company,Huione Pay Inc,,Canada,,,"""Until December 2023, there was a likely related entity, “Huione Pay,” registered as a money services business in Canada""; ""In August 2024, Huione Pay Inc. registered to conduct multiple MSB activities, including check cashing, dealing in foreign exchange, and money transmission""; ""Huione Pay Inc. provided an address in Denver, Colorado associated with a virtual mail forwarding service, and it also noted no branches in the United States""",https://www.federalregister.gov/public-inspection/2025-19571/imposition-of-special-measure-regarding-huione-group-as-a-foreign-financial-institution-of-primary
Huione Group,subsidiary,Company,Huione Pay PLC,,Cambodia,,,"""As of January 2025, Huione Pay PLC was registered as a payment services institution with the National Bank of Cambodia""; ""Huione Pay PLC operates eight Cambodian domestic branch locations""; ""Huione Pay PLC also advertises on social media that it has operated a branch in Laukkaing""",https://www.federalregister.gov/public-inspection/2025-07837/special-measure-regarding-huione-group-as-a-foreign-financial-institution-of-primary-money
Huione Group,target,Company,Huione Pay PLC,,Cambodia,,,"""Huione Pay PLC offers its customers the ability to trade CVC on different blockchains, and to convert CVC to or from various fiat currencies""; ""Huione Pay PLC holds the local equivalent of a money transmitting business license issued by the Kingdom of Cambodia and engages in the exchange of CVC in a manner consistent with the definition of a money transmitting business""; ""On multiple occasions between 2022 and 2024, a DPRK national with deep ties to the RGB, DPRK’s primary foreign intelligence organization, worked with Huione Pay PLC officials to transfer CVC and fiat currency""",https://www.federalregister.gov/public-inspection/2025-07837/special-measure-regarding-huione-group-as-a-foreign-financial-institution-of-primary-money
Huione Group,subsidiary,Company,Huione Pay PLC,,Cambodia,,,"""Huione Pay PLC held a corporate registration in Cambodia as well as a payment services institution license, both of which have been revoked as of March 2025""; ""In March 2025, National Bank of Cambodia stripped Huione Pay PLC of its banking license""; ""FinCEN finds this claim unpersuasive and continues to assess that Huione Pay PLC is a component of Huione Group""",https://www.federalregister.gov/public-inspection/2025-19571/imposition-of-special-measure-regarding-huione-group-as-a-foreign-financial-institution-of-primary
Infobank (Includes Belmetalnergo); renamed Trustbank ***,self,,Infobank (Includes Belmetalnergo); renamed Trustbank ***,PJSC Trustbank; Trustbank; Infobank,,,,"""This document withdraws FinCEN's August 24, 2004 proposed rule proposing imposition of the fifth special measure against PJSC Trustbank, formerly known as Infobank (“Trustbank”), as a financial institution of primary money laundering concern, pursuant to the authority contained in the Bank Secrecy Act.""; ""FinCEN concludes that it is no longer appropriate to maintain its finding that Trustbank represents a primary money laundering concern, and FinCEN will therefore not proceed with the rule proposed on August 24, 2004.""",http://www.gpo.gov/fdsys/pkg/FR-2014-12-15/pdf/2014-29339.pdf
